"Processed MLD data kindly provided to me by staff at BIOS: Dominic Smith, Rodney Johnson, Nicholas Bates.",,,,,,,,,,
,,,,,,,,,,
Cast ID,Decimal Year,Cast Latitude,Cast Longitude,MLD (T alg.),MLD (S alg),MLD (rho alg),MLD (T threshold),MLD (rho threshold),Column10,Column11
10252003,2009.850928,31.66673333,64.16636667,79,64,77,71,64,61,23
10252004,2009.851617,31.66641667,64.16651667,48,49.5,49.5,60.5,49.5,48,32
10252005,2009.852976,31.66703333,64.1672,87,85,85,87,85,87,13
10252006,2009.85348,31.67283333,64.15791667,81,79.5,79,81.5,79.5,79,79
10252007,2009.85406,31.66596667,64.16445,90,43.5,43.5,83,43.5,40,30
10252008,2009.854648,31.69766667,64.10543333,85,32,32,81,32,27,19
10252009,2009.855322,31.69355,64.11148333,28,90,12,89,84.5,86,12
10252010,2009.855841,31.66656667,64.16713333,87,84.5,87,89,84.5,77,11
10253001,2009.934854,31.59796667,64.15045,12,12.5,12,14,12.5,12,12
10253002,2009.935384,31.66641667,64.16595,39,44,35,59,44,39,35
10253003,2009.935731,31.6646,64.1628,101,93.5,93.5,96,93.5,19,15
10253004,2009.936522,31.66541667,64.16675,88,62,62,73,62,56,12
10253005,2009.937909,31.6668,64.16668333,90,56.5,56.5,72.5,56.5,40,22
10254004,2010.097865,31.67406667,64.174,206,215,206,218.5,215,206,206
10255001,2010.145567,31.64226667,64.19851667,344,368,344,366,368,360,78
10255002,2010.146469,31.66683333,64.16718333,317,328.5,315,326.5,328.5,317,17
10255004,2010.148929,31.66866667,64.17156667,288,292,288,290,292,288,288
10255005,2010.149932,31.6697,64.17016667,57,53.5,53.5,57,53.5,48,12
10255006,2010.150807,31.66786667,64.24615,300,316.5,284,317,316.5,22,22
20255001,2010.183295,31.59921667,64.18316667,69,69,71,75.5,77.5,69,39
20255002,2010.183621,31.66666667,64.16581667,40,48.5,40,48,48.5,40,40
20255003,2010.183811,31.66813333,64.1679,51,58.5,39,58,58.5,47,47
20255004,2010.184035,31.66715,64.16455,54,63,54,63.5,63,54,54
20255005,2010.184486,31.66626667,64.164,50,61.5,48,68,61.5,50,12
20255006,2010.184952,31.67628333,64.16993333,74,78.5,74,82,78.5,40,28
20255007,2010.185398,31.67845,64.1856,11,57,11,59.5,57,11,11
20255008,2010.185852,31.6703,64.20418333,13,25,11,35,25,13,11
20255009,2010.186328,31.69433333,64.24238333,29,29,29,35,35.5,27,27
10256002,2010.225441,31.66705,64.16973333,35,40.5,35,74,40.5,35,23
10256004,2010.226802,31.66653333,64.16516667,13,25,13,37.5,25,13,13
10256006,2010.227639,31.66143333,64.1011,17,26.5,17,42,26.5,17,17
10256007,2010.228248,31.66591667,64.16616667,38,42,38,43.5,42,38,24
10256008,2010.229214,31.6152,64.146,15,55,11,59,55,15,11
10256010,2010.231164,31.66773333,64.16663333,50,62.5,46,73,62.5,50,46
10256011,2010.231507,31.67466667,64.17101667,41,56.5,37,62,56.5,41,37
20256001,2010.262869,31.65923333,64.15911667,10,11.5,10,13.5,11.5,12,12
20256002,2010.263836,31.66443333,64.1656,15,19,15,22,19,15,15
20256003,2010.264121,31.66548333,64.1652,15,20.5,11,25.5,20.5,15,11
20256004,2010.264498,31.63866667,64.19888333,0,17,12,19.5,17,12,12
20256007,2010.266861,31.66651667,64.16618333,10,14,10,18.5,14,12,12
10257002,2010.301444,31.61996667,64.16635,54,54,56,56,56.5,26,24
10257003,2010.302097,31.66658333,64.16816667,47,47,47,49,49,43,39
10257004,2010.302801,31.65991667,64.1684,52,53,52,53,53,52,52
10257005,2010.303621,31.66525,64.16951667,72,50,50,52,50,12,12
10257006,2010.304163,31.6666,64.1667,83,19.5,19.5,61.5,19.5,11,11
10257007,2010.304914,31.66565,64.16565,67,69,67,70.5,69,45,19
10257008,2010.305489,31.69021667,64.18501667,50,52.5,50,54.5,52.5,48,46
10257009,2010.305845,31.70661667,64.19276667,66,68,66,70,68,64,14
10257013,2010.309351,31.66755,64.17133333,71,70,70,72,70,43,43
10258003,2010.362563,31.66751667,64.16408333,12,19.5,12,21.5,19.5,12,12
10258004,2010.363868,31.66646667,64.16568333,20,17.5,17.5,19,17.5,12,12
10258005,2010.36519,31.669,64.16346667,24,26,24,26,26,24,24
10258006,2010.365791,31.66218333,64.18305,28,26,26,28.5,28.5,28,28
10258007,2010.366098,31.64606667,64.19906667,24,24,24,25.5,24.5,24,14
10258008,2010.367177,31.62026667,64.224,31,28,32,31,28,12,12
10258012,2010.37032,31.66636667,64.16835,25.5,18.5,24,25.5,18.5,12,12
10259003,2010.471201,31.66668333,64.16453333,10.5,10,0,10.5,10,12,12
10259004,2010.4716,31.66613333,64.16745,9,15,9,9.5,9,11,11
10259005,2010.471826,31.66826667,64.1674,10,10,10,11,10.5,12,12
10259006,2010.472167,31.665,64.16685,9.5,9,11,9.5,9,11,11
10259007,2010.472451,31.66671667,64.168,9.5,9,11,9.5,9,11,11
10259008,2010.472726,31.66681667,64.16628333,10.5,0,0,10.5,10.5,12,12
10259009,2010.473516,31.66541667,64.16616667,10,18,10,10.5,10,12,12
10259010,2010.473885,31.66681667,64.16731667,0,0,0,9.5,9,11,11
10259011,2010.47473,31.66661667,64.16836667,9,13,9,9,9,11,11
10259012,2010.475371,31.68285,64.17081667,9,17,9,9.5,9,11,11
10259013,2010.475647,31.69525,64.17051667,9,21,9,9.5,9,11,11
10259017,2010.480708,31.67313333,64.14878333,10,654,10,10.5,10,12,12
10260003,2010.556739,31.66655,64.16701667,11,10.5,11,11,10.5,11,11
10260004,2010.557011,31.66511667,64.16571667,12,10,10,12,12,12,12
10260005,2010.557428,31.66811667,64.16235,14.5,14,12,14.5,14,12,12
10260006,2010.558156,31.66378333,64.16671667,11,9,9,11,10,11,11
10260007,2010.558685,31.66583333,64.16948333,11.5,11,12,11.5,11,12,12
10260008,2010.559148,31.66756667,64.16836667,14.5,13.5,12,14.5,13.5,12,12
10260009,2010.559656,31.66586667,64.16655,14.5,13,12,14.5,13,12,12
10260010,2010.56093,31.63661667,64.19165,21,15,15,15.5,15,11,11
10260011,2010.561387,31.66025,64.1785,14.5,14,17,14.5,14,11,11
10260012,2010.561703,31.66626667,64.18801667,20.5,19.5,21,20.5,19.5,17,17
10260013,2010.56348,31.66875,64.16448333,18,18,18,18.5,18,12,12
10260016,2010.565567,31.66748333,64.18713333,21,20.5,21,21,20.5,21,17
10260018,2010.566802,31.66745,64.1679,17,12,19,17,12,11,11
10261001,2010.632825,31.58421667,64.16533333,20,12.5,28,20,12.5,12,12
10261002,2010.633904,31.6645,64.16483333,24,23.5,24,24,23.5,16,12
10261003,2010.634648,31.6657,64.16608333,24,22,24,24,22,12,12
10261004,2010.636416,31.66583333,64.1697,21,17.5,22,21,17.5,14,14
10261005,2010.636682,31.66686667,64.17785,16.5,14,20,16.5,14,12,12
10261006,2010.636903,31.68645,64.16378333,20.5,19.5,22,20.5,19.5,18,18
10261007,2010.637222,31.69516667,64.15865,20.5,17,23,20.5,17,13,11
10261008,2010.63938,31.66801667,64.1636,20,20,16,20,16,14,12
10261009,2010.639608,31.66835,64.16631667,22,18,18,22,20,20,20
10261014,2010.642055,31.66433333,64.16631667,18,16.5,24,18,16.5,14,12
10261015,2010.642317,31.67291667,64.17155,19,19,17.5,19,17.5,15,15
10262002,2010.677321,31.66196667,64.17181667,31,13,35,36,13,17,11
10262003,2010.677586,31.6635,64.16766667,32,18,13.5,33,13.5,14,12
10262004,2010.677903,31.65366667,64.1665,27,25,27,27,25,13,11
10262005,2010.678219,31.66483333,64.1715,25.5,16,31,25.5,16,11,11
10262006,2010.679011,31.66686667,64.16578333,21.5,12.5,12,21.5,12.5,12,12
10262007,2010.6793,31.6645,64.16738333,16,12,12,16,12,12,12
10262008,2010.679502,31.66566667,64.18183333,21.5,12.5,12,21.5,12.5,12,12
10262009,2010.6802,31.66783333,64.16266667,16.5,13,12,16.5,13,12,12
10262010,2010.680831,31.65516667,64.16633333,17.5,15,11,17.5,15,11,11
10262011,2010.681147,31.65116667,64.1755,17.5,14,12,17.5,14,12,12
10262012,2010.682139,31.59265,64.13341667,15.5,11,11,15.5,11,12,12
10262013,2010.682298,31.6672,64.16731667,17.5,14,12,17.5,14,12,12
61161003,2010.743094,31.66586667,64.16716667,50,30.5,30.5,36,30.5,30,22
10263002,2010.761406,31.66791667,64.16356667,14,16.5,12,24,16.5,14,12
10263003,2010.762237,31.671,64.16095,28,30.5,26,33,30.5,28,26
10263004,2010.763052,31.67271667,64.1655,54,31,31,34,31,28,26
10263005,2010.763457,31.66888333,64.16246667,54,30,30,32,30,16,12
10263006,2010.763697,31.66621667,64.17463333,51,22.5,22.5,33.5,22.5,11,11
10263007,2010.764349,31.66541667,64.16921667,50,19,19,50.5,19,22,12
10263008,2010.765135,31.66878333,64.16473333,43,41,64,43,41,22,22
10263009,2010.765744,31.71676667,64.11813333,64,28.5,28.5,41.5,28.5,40,18
50045002,2010.799895,31.66821667,64.1567,70.5,67.5,71,70.5,67.5,19,19
10264002,2010.857574,31.663,64.1733,73,72,73,73,72,71,19
10264003,2010.858014,31.66721667,64.16148333,70,70,70,70.5,70,70,50
10264004,2010.859146,31.66421667,64.15853333,85,61.5,85,85.5,61.5,85,23
10264005,2010.859475,31.66576667,64.16918333,83,77,83,83.5,83,83,11
10264006,2010.860325,31.66463333,64.16168333,66,66,66,66.5,66,66,20
10264007,2010.861092,31.66498333,64.17098333,79,79,79,81,80,75,11
10264008,2010.861783,31.69573333,64.16326667,84,84,84,86,86,86,84
10264009,2010.862043,31.71013333,64.14661667,76,76,76,76.5,76,78,76
10264010,2010.862776,31.73628333,64.13168333,73,73,73,73,73,71,69
10265001,2010.936644,31.66603333,64.16473333,114,114,114,114.5,114,114,24
10265002,2010.937915,31.66471667,64.16908333,118,116,118,118,116,98,98
10265003,2010.938467,31.6844,64.1572,119,115,119,119,115,113,31
10265004,2010.938864,31.70776667,64.14665,111,111,111,111,111,111,81
10265005,2010.939384,31.71375,64.11428333,99,96,99,99,96,27,13
10265006,2010.939751,31.73293333,64.11033333,112,110.5,110.5,112,110.5,46,46
10266001,2011.147719,31.66661667,64.1648,183,208.5,208.5,211,208.5,183,29
10266002,2011.171223,31.67338333,64.16348333,220,243,218,241,243,220,218
10266004,2011.176176,31.66723333,64.16653333,37,249.5,33,250.5,249.5,231,33
10266005,2011.177148,31.65635,64.1879,269,249,266,267,266,255,241
10266006,2011.177639,31.6604,64.21351667,212,231.5,231.5,234.5,231.5,212,36
10266007,2011.178075,31.66391667,64.24236667,259,252.5,252.5,254,252.5,245,49
10267001,2011.229852,31.59353333,64.19471667,18,57,14,95.5,57,18,14
10267002,2011.230023,31.66403333,64.16895,30,69.5,28,99.5,69.5,30,28
10267003,2011.230308,31.64548333,64.18593333,34,99,32,110,99,34,32
10267004,2011.231058,31.66643333,64.16523333,88,105.5,105.5,112,105.5,88,64
10267005,2011.231743,31.66238333,64.17293333,133,134,134,141,134,133,95
10267007,2011.23363,31.66653333,64.16515,11,46,11,82,46,11,11
10267008,2011.234256,31.64146667,64.19298333,29,45.5,23,61.5,45.5,29,23
10267009,2011.234543,31.62316667,64.21165,64.5,51.5,51.5,64.5,51.5,11,11
10267012,2011.235807,31.66643333,64.16658333,33,27,27,29,27,21,13
10267013,2011.236008,31.65653333,64.1686,26,27.5,26,29.5,27.5,24,12
10267014,2011.236996,31.64773333,64.18895,28,38.5,28,43.5,38.5,28,28
10267015,2011.237344,31.65076667,64.18501667,27,24.5,24.5,30.5,24.5,27,11
20267001,2011.2632,31.67088333,64.17721667,47,70,70,98,70,47,19
20267002,2011.263767,31.66715,64.1673,55,93.5,63,98,93.5,81,79
20267003,2011.264667,31.62875,64.15988333,94,113.5,113.5,114,113.5,94,14
20267004,2011.265194,31.61765,64.14591667,12,43,12,90.5,43,12,12
10268001,2011.318558,31.66586667,64.16575,26,16,16,17,16,14,14
10268002,2011.319174,31.6734,64.1725,28,12.5,12.5,13.5,12.5,12,12
10268003,2011.319446,31.68051667,64.17453333,32,11.5,11.5,13,11.5,12,12
10268004,2011.320063,31.6956,64.20355,27,11,11,12.5,11,11,11
10268005,2011.320556,31.7196,64.2152,23,11.5,11.5,12.5,11.5,11,11
10268006,2011.321916,31.66788333,64.1668,23,20.5,25,20.5,20.5,17,11
10268007,2011.322133,31.66526667,64.14853333,17,17,15.5,17,15.5,11,11
10268009,2011.335173,31.66715,64.18233333,25,25,24.5,25,24.5,21,21
10269002,2011.37316,31.66671667,64.16421667,12,12,12,14.5,12,12,12
10269003,2011.373925,31.66801667,64.16471667,32,13.5,13.5,16,13.5,12,12
10269004,2011.374753,31.66608333,64.16171667,12,11,11,12,11,12,12
10269005,2011.376113,31.67096667,64.16428333,0,10,0,10,10,11,11
10269006,2011.376709,31.67696667,64.13778333,0,10,10,11,10.5,12,12
10269007,2011.377002,31.6811,64.11856667,14,14.5,14,16,14.5,12,12
10269008,2011.377635,31.69611667,64.0976,15,15,13.5,15,13.5,11,11
10270002,2011.453451,31.66111667,64.16913333,25.5,24,26,25.5,24,24,12
10270003,2011.45415,31.66363333,64.16746667,23,13,26,23,13,14,12
10270004,2011.455525,31.66355,64.16673333,19,14.5,19,19,14.5,15,11
10270005,2011.456183,31.6454,64.19148333,30,27,31,30,27,27,23
10270006,2011.456539,31.62463333,64.20581667,26,23,26,26,23,12,12
10270007,2011.457041,31.602,64.21943333,11,10,11,11,10,11,11
10271002,2011.509294,31.66771667,64.16495,11,10.5,12,11,10.5,12,12
10271003,2011.509456,31.68296667,64.15076667,10,9.5,11,10,9.5,11,11
10271004,2011.509916,31.66653333,64.16458333,11.5,10.5,12,11.5,10.5,12,12
10271005,2011.511014,31.66545,64.16351667,13,12,14,13,12,12,12
10271006,2011.511494,31.66875,64.1653,12.5,11.5,12,12.5,11.5,12,12
10271007,2011.511655,31.66543333,64.16743333,10.5,10,12,10.5,10,12,12
10271008,2011.513031,31.66486667,64.1659,9,9,9,9.5,9,11,11
10271009,2011.51372,31.68745,64.14215,11.5,10.5,12,11.5,10.5,12,12
10271010,2011.514053,31.71676667,64.13286667,15,11,17,15,11,11,11
10272002,2011.627742,31.66306667,64.16693333,24.5,9,9,24.5,9.5,17,11
10272003,2011.628777,31.66608333,64.16723333,24,24,11.5,24,11.5,12,12
10272004,2011.628946,31.6653,64.16616667,22.5,18,14,22.5,14,12,12
10272005,2011.629117,31.67605,64.17258333,17,15.5,19,17,15.5,11,11
10272007,2011.63083,31.66915,64.16373333,23,19.5,25,23,19.5,17,13
10272008,2011.631332,31.67078333,64.16218333,23,19.5,26,23,19.5,18,16
10272009,2011.631507,31.66928333,64.17856667,23,20.5,27,23,20.5,17,17
10272010,2011.631802,31.6605,64.20193333,23,16,28,23,16,12,12
10273001,2011.697955,31.66465,64.1646,33,33,15,33,15,11,11
10273002,2011.698609,31.66745,64.1674,35,35,19.5,35,19.5,11,11
10273003,2011.698801,31.66633333,64.16588333,33,33,19,33,19,13,13
10273004,2011.698995,31.6706,64.16788333,29,25,19,29,19,11,11
10273005,2011.699372,31.666,64.16485,37,37,35,37,35,17,13
10273006,2011.700129,31.67216667,64.21158333,35.5,35,35,35.5,35,29,15
10273007,2011.700308,31.66756667,64.22108333,28,28,26.5,28,26.5,24,12
10273008,2011.700525,31.67405,64.22958333,32,34,32,32.5,32,32,12
10273013,2011.710303,31.6669,64.16785,33,0,0,33,11.5,16,12
10273014,2011.71085,31.66915,64.16876667,33.5,17.5,35,33.5,17.5,31,11
61183002,2011.736495,31.66566667,64.16666667,30.5,27.5,32,30.5,27.5,12,12
50046013,2011.759623,31.67601667,64.17506667,37,36,37,37,36,37,37
10274001,2011.829842,31.66525,64.17158333,88,44.5,44.5,90.5,44.5,42,12
10274002,2011.830145,31.66551667,64.16656667,89,46.5,46.5,86,46.5,79,21
10274006,2011.833704,31.6659,64.16906667,82,70.5,70.5,84,70.5,74,42
10274007,2011.834045,31.65795,64.18151667,88.5,62,62,88.5,62,75,11
10275001,2011.877026,31.58453333,64.16623333,71,69,51,71.5,51,71,17
10275002,2011.878179,31.64658333,64.16465,85,76,85,85.5,76,77,45
10275003,2011.878636,31.66555,64.1683,72,46,46,87.5,49,14,12
10275004,2011.878957,31.66985,64.16615,80,65.5,65.5,75,65.5,12,12
10275005,2011.880316,31.66593333,64.16636667,84,70,66,85,66,78,20
10275006,2011.880936,31.64946667,64.18543333,76,75,82,83.5,75,72,64
10275007,2011.881307,31.63023333,64.21675,85,78,77,85,78,73,73
10276002,2011.93574,31.6657,64.16716667,90,88,90,92,88,88,56
10276003,2011.936301,31.67,64.17408333,83,81,81,82.5,81,83,43
10276004,2011.93785,31.66741667,64.16665,35,93,55,83.5,83,37,55
10276005,2011.93848,31.67383333,64.18141667,89,74,64.5,64.5,74,23,21
10276006,2011.938818,31.69635,64.19408333,23,67.5,85,56.5,67.5,23,11
10276007,2011.93958,31.72145,64.1943,96,94,73.5,73.5,94,30,32
10276008,2011.939732,31.66656667,64.17008333,31,69.5,35,62,69.5,31,35
10277001,2012.076776,31.67046667,64.17755,144,77.5,77.5,144.5,77.5,42,42
10277002,2012.077941,31.6658,64.16633333,127,123,125,128.5,123,125,83
10277003,2012.078571,31.6686,64.1658,12,28,12,110,28,12,12
10277005,2012.080113,31.66655,64.16421667,55,55.5,55,138.5,55.5,43,23
10277006,2012.080743,31.65501667,64.13953333,67,24.5,24.5,139,24.5,37,11
10277007,2012.081074,31.65928333,64.126,45,20,20,134,20,35,11
10277008,2012.081857,31.6776,64.10101667,40,28,28,118.5,28,22,12
10277009,2012.081984,31.66703333,64.16956667,130,26,26,130.5,26,122,12
10278001,2012.109392,31.66338333,64.17133333,41,54,41,50.5,54,41,41
10278002,2012.110208,31.66765,64.16348333,134,88.5,88.5,136.5,88.5,22,70
10278003,2012.110785,31.66663333,64.15046667,36,73,36,126,73,50,40
10278004,2012.111117,31.66675,64.13645,129,66.5,66.5,129,66.5,55,43
10278005,2012.111474,31.66748333,64.1685,100,65,65,118.5,65,100,14
10278006,2012.111912,31.64545,64.10195,120,54,54,122,54,48,16
10278009,2012.113335,31.6652,64.1645,156,108,108,142.5,108,30,28
61195003,2012.167998,31.66831667,64.16686667,29,39,29,42,39,29,29
10279001,2012.182519,31.68125,64.16295,100,113.5,98,119,113.5,100,98
10279002,2012.184542,31.66521667,64.16818333,85,92.5,85,107,92.5,85,85
10279003,2012.185102,31.6686,64.16381667,33,90.5,27,94.5,90.5,33,27
10279004,2012.186646,31.6678,64.16713333,43,78.5,43,95,78.5,59,51
10279005,2012.187284,31.69458333,64.1556,94,110,94,118,110,94,94
10279006,2012.187623,31.71228333,64.15913333,68,84,84,93.5,84,68,18
20279001,2012.241189,31.66303333,64.15688333,85.5,85,0,85.5,85,75,75
20279002,2012.241929,31.67365,64.11573333,22,98.5,28,99,98.5,88,28
10280001,2012.276273,31.66356667,64.16398333,33,128,13,121.5,128,33,13
10280002,2012.278078,31.6703,64.16876667,11,17.5,11,19,17.5,11,11
10280003,2012.279489,31.66705,64.16665,11,16.5,11,67.5,16.5,11,11
10280004,2012.28006,31.69908333,64.15536667,17,20.5,15,40.5,20.5,17,15
10280005,2012.280335,31.72841667,64.14615,14,23.5,12,55,23.5,14,12
10280008,2012.28302,31.6671,64.16823333,33,54,31,135,54,33,31
20280001,2012.317249,31.66681667,64.1694,12,17.5,12,18.5,17.5,12,12
20280002,2012.317684,31.6638,64.1677,26,37.5,18,42.5,37.5,26,18
20280003,2012.318661,31.61933333,64.19585,11,27.5,11,33,27.5,11,11
10281002,2012.381155,31.66976667,64.1704,19,19.5,19.5,21,19.5,17,15
10281003,2012.381783,31.66598333,64.16956667,12,13,12,14,13,12,12
10281004,2012.383275,31.66788333,64.16775,20,20,20,21,20.5,22,22
10281006,2012.38428,31.68531667,64.22885,18,20,20,20.5,20,14,12
10281007,2012.384736,31.6925,64.25878333,21,16,16,21,16,11,11
10281010,2012.386631,31.6674,64.16815,23,22,22,23.5,22,17,15
10282001,2012.461686,31.65625,64.16923333,29,43,29,29.5,29,23,21
10282002,2012.463136,31.663,64.17005,29,27.5,27.5,31,27.5,29,11
10282003,2012.463688,31.66291667,64.16433333,37,11.5,11.5,12.5,11.5,11,11
10282004,2012.465234,31.6672,64.16665,19,12,27,19,12,11,11
10282005,2012.465858,31.6299,64.16321667,29,11.5,11.5,18,11.5,11,11
10282012,2012.470919,31.66693333,64.17805,12.5,12.5,12.5,12.5,13.5,12,12
10283001,2012.527081,31.667645,64.16827167,10,18,10,10,10,12,12
10283002,2012.528125,31.66316667,64.16471667,9,21,9,9.5,9,11,11
10283003,2012.529133,31.6653,64.17083667,10,10,10,11,10.5,12,12
10283004,2012.529711,31.66692,64.16756833,10,22,10,10,10,12,12
10283005,2012.530415,31.66558333,64.16527333,11,11,11,12,11.5,13,11
10283006,2012.530692,31.66645,64.16756667,14,14,14,14,14,12,12
10283007,2012.531434,31.64166333,64.21145,10,16,10,10,10,12,12
10283008,2012.531776,31.627445,64.25254667,13,13,13,13,13,13,11
10283011,2012.534675,31.66656833,64.16670333,13,13,13,14.5,14,15,11
10283012,2012.535474,31.66619667,64.166005,14.5,12,16,14.5,12,12,12
10284001,2012.634699,31.66891667,64.18678333,22,14,14,22,14.5,14,14
10284002,2012.635014,31.67345,64.16831667,23.5,16,16,23.5,16.5,18,18
10284003,2012.635293,31.66565,64.17048333,26,14,14,26,18.5,14,12
10284004,2012.635834,31.66563333,64.16711667,21,0,0,21.5,10,11,11
10284006,2012.637343,31.66858333,64.16678333,25.5,19,17,25.5,17,17,15
10284007,2012.63809,31.66753333,64.206,23,19,27,23,19,17,13
10284008,2012.638506,31.67745,64.21526667,21,18,18,21,19.5,18,12
10284009,2012.638756,31.6812,64.2179,22,18,22,22,18,12,12
10284010,2012.639342,31.68118833,64.246535,24,0,0,24,11,12,12
10284012,2012.640758,31.66795,64.16873333,21,21,12,21.5,12,13,11
10284013,2012.640961,31.66711667,64.16535,23,13,25,23,13,13,13
10285001,2012.696562,31.67018333,64.15991667,33,31,35,33,31,29,21
10285002,2012.698099,31.66513333,64.16858333,33,455,33,33.5,33,35,31
10285003,2012.698723,31.66526667,64.17476667,37,35,35,37,35.5,37,19
10285004,2012.700201,31.66515,64.1697,40.5,40,40,40.5,40,42,40
10285005,2012.701174,31.66801667,64.16703333,41,41,41,43,43,41,11
10285006,2012.7017,31.66746667,64.20138333,39,39,39,40,39,39,25
10285007,2012.702176,31.68003333,64.20581667,41,41,41,41,41,41,37
10285009,2012.703552,31.66478333,64.17268333,40,484,40,41.5,40,12,12
10285012,2012.705068,31.66766667,64.1667,42,41.5,42,43.5,41.5,40,16
50047015,2012.750011,31.66335,64.16733333,33,27,27,28.5,27,21,11
50047016,2012.750307,31.66766667,64.1645,30,25.5,32,30,25.5,22,12
50047048,2012.78006,31.66666667,64.16858333,42.5,41,45,42.5,41,41,27
50047049,2012.780394,31.66768333,64.16801667,48,46,51,48,46,45,23
50047050,2012.780914,31.66635,64.1683,44,42,46,44,42,42,12
10286001,2012.797888,31.64661667,64.18845,46,44.5,47,46,44.5,23,13
10286002,2012.799184,31.67155,64.16891667,38,38,38,39,38,38,38
10286003,2012.799639,31.66913333,64.1665,51,51,49.5,51,49.5,17,11
10286004,2012.799888,31.66645,64.16781667,48,22.5,22.5,48,22.5,12,12
10286005,2012.801176,31.66923333,64.1671,39,39,38,40,38,39,27
10286006,2012.80226,31.6325,64.1952,43,42,43,43.5,42,19,13
10286009,2012.803434,31.66781667,64.16815,43,43,43,43,43,41,41
10286010,2012.804656,31.66398333,64.16251667,48,46.5,48,48,46.5,24,24
10286011,2012.804884,31.66383333,64.1641,49,48,50,49,48,46,30
10287001,2012.868856,31.6674,64.17073333,63,36,36,57.5,36,35,33
10287002,2012.870433,31.66618333,64.16761667,81,16,16,81,16,81,11
10287003,2012.87131,31.66178333,64.16561667,83,54,54,83,54,11,11
10287004,2012.872427,31.66521667,64.16343333,12,34.5,12,42.5,34.5,12,12
10287005,2012.873457,31.63416667,64.2321,70,48,48,55.5,48,12,12
10287008,2012.875797,31.66668333,64.16836667,71.5,63,63,71.5,63,67,21
10287009,2012.876421,31.6659,64.16675,76,40,40,58.5,40,34,12
10287010,2012.877317,31.66578333,64.1635,12,21,12,42.5,21,12,12
61213003,2012.912519,31.6725,64.16595,89,77.5,77,80,77.5,79,11
10288001,2012.942481,31.65363333,64.12836667,15,19.5,15,28,19.5,15,15
10288002,2012.944731,31.66581667,64.16461667,24,26,24,28.5,26,24,24
10288003,2012.945391,31.66921667,64.15888333,19,24,19,27.5,24,19,19
10288004,2012.946219,31.6666,64.16603333,88,42.5,42.5,80,42.5,38,20
10288006,2012.946921,31.63761667,64.11028333,70,26.5,26.5,60,26.5,14,12
10288014,2012.952966,31.66606667,64.16391667,78,70,74,77.5,70,14,14
10289002,2013.059041,31.66501667,64.15618333,35,45.5,45.5,49,45.5,35,13
10289003,2013.059627,31.66826667,64.16755,17,75,17,70,75,17,17
10289004,2013.061182,31.66865,64.16595,135,120,120,125.5,120,107,11
10289005,2013.062093,31.71193333,64.11416667,46,110.5,46,113.5,110.5,80,80
10289006,2013.063297,31.66958333,64.16296667,93,102,89,102,102,93,89
10290001,2013.115177,31.6654,64.16803333,28,143.5,24,163,143.5,28,24
10290002,2013.116629,31.66643333,64.1688,176,180.5,174,183,180.5,178,168
10290003,2013.117028,31.66056667,64.16751667,150,149,146,152.5,149,150,144
10290004,2013.118683,31.6657,64.1746,145,146.5,141,149,146.5,145,21
10290005,2013.119317,31.6518,64.16183333,71,131,61,135,131,71,61
10290006,2013.120044,31.6249,64.1528,137,57,57,139.5,57,39,23
10290007,2013.120325,31.6014,64.15605,50,59.5,59.5,141,59.5,50,24
10290008,2013.120753,31.66978333,64.16481667,129,133,133,151.5,133,129,53
20290001,2013.153111,31.668,64.16679,86,151.5,26,163,151.5,86,26
20290002,2013.15429,31.66611,64.16518833,63,184,27,187,184,183,27
10291001,2013.191952,31.67096667,64.17381667,238,237.5,237.5,241.5,237.5,238,14
10291002,2013.193185,31.66740167,64.16492667,261,256.5,256.5,259.5,256.5,253,13
10291003,2013.193809,31.66503333,64.16646667,12,177,12,251.5,177,12,12
10291005,2013.195318,31.66483333,64.1687,203,212,199,219.5,212,203,199
10291006,2013.196242,31.63231667,64.19001667,232,235.5,235.5,242.5,235.5,232,74
10291007,2013.196299,31.63225,64.18711667,222,230,230,237,230,222,206
10291008,2013.196756,31.6029,64.21491667,11,161,11,226,161,11,11
10291010,2013.197388,31.66538333,64.16613333,178,218,218,242,218,178,22
10291012,2013.19864,31.66736667,64.16201667,260,225,225,270,225,196,12
20291001,2013.234878,31.65979,64.17457333,120,83.5,83.5,120,83.5,142,28
20291002,2013.23536,31.67125833,64.16671667,15,27.5,15,28,27.5,15,15
10292001,2013.260297,31.661975,64.17088833,30,46,46,63,46,30,12
10292002,2013.26165,31.66816333,64.16797333,40,47.5,40,80,47.5,40,40
10292003,2013.262317,31.654165,64.16409,12,49,12,52.5,49,12,12
10292004,2013.263889,31.668375,64.16797333,22,31,20,61.5,31,22,20
10292005,2013.265936,31.69658,64.25542833,43,60.5,60.5,61.5,60.5,43,11
10292006,2013.267127,31.662485,64.16623333,104,88,84,100.5,88,80,54
10292007,2013.267477,31.66817,64.168975,71,97,71,100,97,71,71
10292008,2013.267816,31.66769333,64.167685,13,94.5,11,106.5,94.5,13,11
10292010,2013.268725,31.6671,64.16664667,61,85,59,86.5,85,61,59
10292012,2013.269838,31.66645,64.1666,0,16,12,20.5,16,12,12
20292001,2013.309578,31.66735167,64.16841333,28,28.5,28,30,28.5,28,26
20292002,2013.310354,31.66776833,64.16678,40,42,40,42.5,42,36,32
